,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.30180042599765117,0.12056249999999999,False
1,0,GoChoice,0.14758312269811985,0.580375,False
2,0,Reward,0.10663716208420362,0.6107307692307692,False
3,0,StimulusSF_0.023,0.7457749092011077,0.0,True
4,0,StimulusSF_0.027,0.6147578172511579,0.0,True
5,0,StimulusSF_0.033,0.2089941234594588,0.27083333333333337,False
6,0,StimulusSF_0.06,0.793434885512885,0.0,True
7,0,StimulusSF_0.1,0.36476722011013474,0.02914285714285714,True
8,0,StimulusSF_0.25,0.13880939373547696,0.49875,False
9,0,StimulusORI_0,0.047881820425339894,0.8416071428571428,False
10,0,StimulusORI_15,0.09240218372536979,0.8874,False
11,0,StimulusORI_30,0.2705791419947804,0.008749999999999999,True
12,0,StimulusORI_60,0.12288515607386463,0.580375,False
13,0,StimulusORI_75,0.585842573705813,0.0,True
14,0,StimulusORI_90,0.2876552657020567,0.0021000000000000003,True
