,index,Regressor,T1_vs_T5_S,p-value,Sig.
0,0,CategoryID,0.1394878942978968,0.0,True
1,0,GoChoice,-0.0033499935329037054,0.7179642857142857,False
2,0,Reward,0.016443032321980824,0.7521,False
3,0,StimulusSF_0.023,0.04817865405633418,0.013125000000000001,True
4,0,StimulusSF_0.027,0.07146049468994234,0.0,True
5,0,StimulusSF_0.033,0.048097039518190304,0.0135,True
6,0,StimulusSF_0.06,0.037490983098071834,0.049,True
7,0,StimulusSF_0.1,0.02729674669726731,0.15737500000000001,False
8,0,StimulusSF_0.25,0.014714095262969545,0.5131153846153845,False
9,0,StimulusORI_0,0.058180881249137534,0.0075,True
10,0,StimulusORI_15,0.04486804190138013,0.016714285714285713,True
11,0,StimulusORI_30,0.03140103275093055,0.12831818181818183,False
12,0,StimulusORI_60,0.03270486413556418,0.08535000000000001,False
13,0,StimulusORI_75,0.042283594987953706,0.016714285714285713,True
14,0,StimulusORI_90,0.04697857992063492,0.0225,True
