,index,Regressor,deltaR,p-value,Sig.
0,0,CategoryID,0.19673251226994642,0.43869230769230766,False
1,0,GoChoice,0.15716937427513644,0.4916785714285714,False
2,0,Reward,0.23932321082086724,0.192,False
3,0,StimulusSF_0.023,0.270495644636207,0.13725,False
4,0,StimulusSF_0.027,0.5352996662308588,0.0006000000000000001,True
5,0,StimulusSF_0.033,0.6958663244036847,0.0,True
6,0,StimulusSF_0.06,0.3645239646527695,0.026,True
7,0,StimulusSF_0.1,0.0169917355105699,0.9361,False
8,0,StimulusSF_0.25,0.12745738190114453,0.43869230769230766,False
9,0,StimulusORI_0,0.14696370113854273,0.42354545454545456,False
10,0,StimulusORI_15,0.7409728010602536,0.0,True
11,0,StimulusORI_30,0.6315786564617041,0.0,True
12,0,StimulusORI_60,0.22231786203469078,0.06321428571428571,False
13,0,StimulusORI_75,0.6087004030911303,0.0,True
14,0,StimulusORI_90,0.1747124305249835,0.2439,False
