,index,Regressor,T1_vs_T5_S,p-value,Sig.
0,0,CategoryID,0.16677872422492268,0.0,True
1,0,GoChoice,0.03665477455133968,0.2994545454545455,False
2,0,Reward,0.024369409099871703,0.5020384615384615,False
3,0,StimulusSF_0.023,0.04293610316495716,0.028875,True
4,0,StimulusSF_0.027,0.06048624731724789,0.0072,True
5,0,StimulusSF_0.033,0.0823812836109167,0.0015,True
6,0,StimulusSF_0.06,0.03924640699846492,0.07733333333333334,False
7,0,StimulusSF_0.1,0.06512794422053728,0.006375,True
8,0,StimulusSF_0.25,0.034733324092592596,0.084,False
9,0,StimulusORI_0,0.031050762219869438,0.5020384615384615,False
10,0,StimulusORI_15,0.024990190910261056,0.6907500000000001,False
11,0,StimulusORI_30,0.029482178447291923,0.7112,False
12,0,StimulusORI_60,0.05758922091917172,0.02357142857142857,True
13,0,StimulusORI_75,0.06662368813005035,0.006375,True
14,0,StimulusORI_90,0.0788020289402024,0.0095,True
